data,perfil,dia,fonte,posicao,titulo,canal,url,duracao,publicado,views,tema
25/02/2026,P3,5,HOME,9,O que eu uso no meu Macbook pra Programar? 🇺🇸,Pedro Passos,https://youtu.be/O-YzJEd3xQ4?si=fwSt7DFsCC-cVRhk,14:05,04/05/2025,36000,TECNOLOGIA
25/02/2026,P3,5,HOME,10,MELHORES Celulares BOM e BARATO em 2026!,Intec,https://youtu.be/yhWDcUPsp_U?si=r8lZ_gIgFJ4UVMiy,17:01,09/02/2026,7300,TECNOLOGIA
25/02/2026,P3,5,NEXT,1,O Positivo RM15M E BOM MESMO?,Gabriel de Pinho,https://youtu.be/TV3nz70XI04?si=seS9OKFgvbH_rQjT,11:52,28/11/2025,36000,TECNOLOGIA
25/02/2026,P3,5,NEXT,2,USB-C NAO DA VIDEO?,Alishow Variedades,https://youtu.be/uPFgzbiu07M?si=5XQ_hPgSc5TTPYwn,8:49,25/02/2025,17000,TECNOLOGIA
25/02/2026,P3,5,NEXT,3,Dell XPS 13 vs MacBook Air,Gabriel de Pinho,https://youtu.be/qRrpSLmNgFo?si=TBLbkcPuIlk4kXeD,10:35,05/11/2025,21000,TECNOLOGIA
25/02/2026,P3,5,NEXT,4,Dell Alienware,TecMundo,https://youtu.be/Z0Vyw5Z4224?si=MPlvj6GuyC1CtFm1,8:48,07/01/2025,10000,TECNOLOGIA
25/02/2026,P3,5,NEXT,5,Mac Mini M4 HUMILHA PC GAMER?,Gabriel de Pinho,https://youtu.be/7GcaOp4K1mU?si=F4C6oscrq4wcx0_K,10:02,09/01/2026,44000,TECNOLOGIA
25/02/2026,P3,5,NEXT,6,Como saber se seu notebook e monitor suportam passar video,Victor Viana,https://youtu.be/-qtlEiI71Wc?si=npHOi45c8pt2K79A,6:47,29/03/2023,48000,TECNOLOGIA
25/02/2026,P3,5,NEXT,7,Montei o SETUP DOS SONHOS,Gabe Indica,https://youtu.be/vboq6haInVo?si=bqvYLq2SCTCAbPMe,7:33,18/10/2025,75000,TECNOLOGIA
25/02/2026,P3,5,NEXT,8,O notebook mais premium de 2025,Lipe Mal Estar,https://youtu.be/eeODLwDoQS4?si=aer21exYYLq4GqSi,24:26,09/06/2025,65000,TECNOLOGIA
25/02/2026,P3,5,NEXT,9,5 MOTIVOS que me fizeram escolher o LENOVO LOQ,Zetta,https://youtu.be/qHIvt8NrY0k?si=_U5_CH14NCpe5JzQ,9:41,25/02/2026,287,TECNOLOGIA
25/02/2026,P3,5,NEXT,10,Ultra PC do Lancador de teia,Web Shooter,https://youtu.be/RrUJmYUFM8g?si=7afNiTeneabXGIZD,26:32,11/04/2025,13000,TECNOLOGIA
25/02/2026,P4,5,HOME,1,A importancia de ter hobbies e fazer trabalhos manuais,Drauzio Varella,https://youtu.be/8P-zRYfbmYQ?si=axYr17yowrLjuorD,2:22,24/03/2025,1900000,NEUTRO
25/02/2026,P4,5,HOME,2,Jovens buscam atividades analogicas para driblar vida “on-line”,Jornalismo TV Cultura,https://youtu.be/cvgBGyOKiEE?si=1IEGvhibgAu90RZ8,2:44,23/02/2026,16000,NEUTRO
25/02/2026,P4,5,HOME,3,DEPOIS QUE FIZ FRANGO DESSA FORMA NUNCA MAIS PAREI DE FAZER!!!,top cozinha,https://youtu.be/bNoAfSLIMRw?si=XSxnK-FhIa4iMK6y,4:01,08/10/2020,2200000,NEUTRO
25/02/2026,P4,5,HOME,4,Rabdomiolise: entenda a doenca da urina preta provocada por excesso de exercicios físicos,Fala Brasil,https://youtu.be/Uel-uE-olso?si=lAcpU_wcqPQnnQpU,3:26,18/02/2026,34000,NEUTRO
25/02/2026,P4,5,HOME,5,Excesso de telas afeta cerebro infantil e amplia vicios digitais no Brasil,Domingo Espetacular,https://youtu.be/zWHqX27R-PI?si=PwsW7DCSMbPEx9Z8,4:32,22/02/2026,26000,NEUTRO
25/02/2026,P4,5,HOME,6,JN: STF condena irmaos Brazao a 76 anos de prisao pelo assassinato de Marielle e Anderson,g1,https://youtu.be/DPk4FE5xYwc?si=tS-H8oxkzMCaCpY2,3:29,25/02/2026,2600,NEUTRO
25/02/2026,P4,5,HOME,7,Chuvas em MG: Familias buscam reconstruir vidas em cidades atingidas por temporais,CNN Brasil,https://youtu.be/IjusB2mb4cU?si=0207MwQV44wca515,3:38,25/02/2026,438,NEUTRO
25/02/2026,P4,5,HOME,8,Cuba afirma ter matado 4 ocupantes de lancha com registro dos EUA,SBT News,https://youtu.be/K59n_JwZq_k?si=nLtpKkQPZWw9d540,1:33,25/02/2026,374,NEUTRO
25/02/2026,P4,5,HOME,9,"QUAL AEROBICO QUE EMAGRECE MAIS? ESTEIRA, BICICLETA OU TRANSPORT?",Seu Personal Gabriel,https://youtu.be/WVYK6cTArRA?si=fmmVOaW56I9Wpo8L,3:34,09/02/2022,4600,NEUTRO
25/02/2026,P4,5,HOME,10,A MELHOR CARNE DE PANELA COM LEGUMES,Claudia Oliveira Receitas,https://youtu.be/4mM3udEBl-8?si=FnTvcL4YqA3OMrQH,3:32,20/05/2025,298000,NEUTRO
25/02/2026,P4,5,HOME,1,Flavio Bolsonaro anuncia PEC para acabar com reeleicao presidencial,SBT News,https://youtu.be/DOVEYrqQ7Ys?si=pR1BTvFb9owSbOHQ,5:19,25/02/2026,8700,NEUTRO
25/02/2026,P4,5,HOME,2,"NFC, 120Hz, POTENTE, 5G, 990 reais!",Tuk,https://youtu.be/90sRRqxV_kI?si=BCqWIBTBzR2pJCSs,6:26,21/04/2024,144000,NEUTRO
25/02/2026,P4,5,HOME,3,NUOVI SAMSUNG GALAXY S26 ULTRA,Amer Nour,https://youtu.be/ligqScZijh0?si=EXuZ5zZATr-J8Cek,5:03,25/02/2026,199,NEUTRO
25/02/2026,P4,5,HOME,4,Como o cancer de mama e formado?,Drauzio Varella,https://youtu.be/Vu0b1p4FDXM?si=OQsYD0xbospkDxT_,6:22,09/10/2023,192000,NEUTRO
25/02/2026,P4,5,HOME,5,É tao delicioso que voce vai querer fazer todos os dias!,Leicht & lecker,https://youtu.be/sB2CumMPBCw?si=y2PwUER90imECTJb,3:14,05/11/2025,1800000,NEUTRO
25/02/2026,P4,5,HOME,6,Notebook BOM e BARATO para ESTUDAR (Asus Vivobook Go 15 vs Lenovo Ideapad 1),Hora de Review,https://youtu.be/u70y48OrhNA?si=MGN5nhC6Ar3Ze6vg,2:04,13/06/2025,47000,NEUTRO
25/02/2026,P4,5,HOME,7,Fim da Escala 6x1,Jornal da Record,https://youtu.be/fbVtBthgiO8?si=Q4RDgW6Nntp-Y2o5,5:03,23/02/2026,125000,NEUTRO
25/02/2026,P4,5,HOME,8,BCAA - bom ou ruim?,Dr. Giorelli,https://youtu.be/2W47socxdtQ?si=ncy3DrSZ_hIpUk2p,2:53,16/05/2019,7400,NEUTRO
25/02/2026,P4,5,HOME,9,ATUALIZOU! iOS 26.3 ERA O QUE MEU ANDROID QUERIA e BATERIA!,Tuk,https://youtu.be/xzMglTB8nfI?si=1UGQlzzGYTwUuXT3,8:37,12/02/2026,60000,NEUTRO
25/02/2026,P4,5,HOME,10,Por Lucinda Pinto: Mercado de credito da sinais de preocupacao |,CNN Brasil Money,https://youtu.be/eFIERierPw4?si=u6DD5TIfSqxFkhF1,9:06,25/02/2026,586,NEUTRO
